student_id,age,gender,city_type,study_hours_per_day,deep_work_sessions,assignment_completion_rate,attendance_percentage,social_media_hours,doomscrolling_before_sleep,notification_distractions,ai_tool_usage_hours,gaming_hours,stress_level,motivation_level,focus_score,procrastination_index,mental_state,sleep_hours,caffeine_intake,physical_activity_hours,internet_quality,family_support,financial_stress,learning_style,career_goal,productivity_after_midnight,revision_efficiency,burnout_risk,consistency_score,final_exam_score,performance_category
1568,20,Female,Semi-Urban,5.0,3,53,71,1.0,1,8,2.8,2.3,10,2,2.0,2,Balanced,6.6,3,0.8,10,10,3,Visual,Arts,5,4,7,10,50,Medium
1569,22,Male,Semi-Urban,1.7,2,52,82,2.9,1,96,1.2,6.1,10,6,4.0,6,Focused,8.8,6,3.5,3,2,1,Audio,Engineering,4,2,3,1,25,Low
1570,20,Female,Semi-Urban,3.9,7,98,69,6.0,0,26,1.5,2.1,7,7,3.0,3,Balanced,4.9,2,1.6,8,3,2,Reading,Research,5,7,8,1,58,Medium
1571,22,Male,Rural,4.0,5,97,100,0.0,0,83,1.0,3.2,1,10,10.0,6,Burnout,6.8,2,1.6,5,1,4,Audio,Medical,10,3,5,10,93,High
1572,19,Male,Rural,2.8,4,55,81,4.6,1,31,2.8,1.4,3,6,8.0,4,Distracted,5.4,6,0.1,1,9,2,Audio,Research,9,9,3,7,64,Medium
1573,19,Female,Semi-Urban,4.0,6,94,50,2.9,0,84,3.8,1.1,4,9,4.0,7,Burnout,6.3,4,1.0,5,6,6,Visual,Business,5,3,2,7,61,Medium
1574,19,Female,Semi-Urban,4.3,4,63,90,3.5,0,65,1.0,5.9,1,5,4.0,5,Focused,6.9,5,1.7,1,3,4,Visual,Arts,2,1,1,8,74,Medium
1575,17,Male,Semi-Urban,2.2,7,61,65,6.4,0,119,1.0,1.5,5,5,3.0,3,Balanced,7.1,4,0.0,1,4,9,Audio,Engineering,6,6,10,7,41,Low
1576,20,Female,Semi-Urban,3.6,1,94,64,,0,64,1.8,3.4,8,3,9.0,5,Distracted,7.9,0,1.8,2,4,8,Reading,Medical,5,5,3,5,50,Medium
1577,22,Male,Semi-Urban,1.0,5,66,55,2.6,1,67,1.0,0.9,2,10,9.0,4,Focused,6.0,3,1.7,8,3,10,Audio,Business,7,7,2,3,54,Medium
1578,18,Male,Semi-Urban,2.6,2,45,66,5.2,0,83,1.6,1.6,10,7,6.0,2,Distracted,3.9,6,0.5,8,3,2,Visual,Engineering,7,1,3,2,33,Low
1579,19,Male,Rural,3.2,4,74,74,6.0,0,25,1.9,2.9,3,2,10.0,1,Burnout,5.7,2,0.4,2,9,1,Audio,Arts,9,6,8,3,50,Medium
1580,22,Female,Urban,4.5,5,87,87,4.0,1,118,0.2,0.0,3,8,3.0,3,Burnout,,6,0.8,10,10,6,Practical,Research,8,3,6,2,40,Low
1581,18,Female,Urban,2.5,6,83,57,4.0,0,79,0.8,0.0,7,1,4.0,4,Balanced,8.0,5,1.4,1,7,4,Audio,Business,6,10,9,3,38,Low
1582,20,Female,Rural,2.1,4,57,93,2.2,1,57,0.5,2.8,10,9,2.0,5,Burnout,7.7,5,0.4,2,3,7,Visual,Business,9,3,10,8,39,Low
1583,20,Female,Rural,2.2,2,83,73,2.1,1,81,0.0,1.3,1,4,6.0,2,Focused,6.6,2,1.3,1,8,10,Visual,Business,1,7,7,6,66,Medium
1584,15,Male,Urban,6.7,5,94,74,2.7,1,46,1.3,1.8,6,9,2.0,3,Burnout,9.2,1,0.0,7,8,9,Practical,Business,2,2,7,4,49,Low
1585,22,Female,Rural,2.3,2,54,82,1.0,0,93,2.1,1.5,7,10,8.0,9,Burnout,5.9,5,0.0,8,4,1,Reading,Medical,3,9,4,10,75,High
1586,17,Male,Rural,4.8,5,84,64,1.6,0,14,1.7,1.3,3,3,2.0,10,Balanced,8.2,6,1.4,5,6,7,Practical,Research,2,10,7,1,46,Low
1587,21,Female,Semi-Urban,2.6,6,78,63,6.5,1,96,1.6,3.8,8,5,9.0,6,Distracted,4.9,6,0.8,3,6,6,Practical,Medical,7,6,4,6,31,Low
1588,19,Female,Rural,1.2,0,96,83,4.0,0,32,0.2,0.0,8,1,8.0,3,Focused,6.0,2,0.7,8,9,2,Reading,Medical,1,8,10,6,60,Medium
1589,23,Female,Urban,3.7,7,96,87,4.4,0,106,0.2,2.5,2,7,6.0,1,Distracted,5.5,7,0.6,3,5,7,Audio,Medical,9,4,2,3,78,High
1590,19,Male,Urban,4.2,7,65,94,4.1,0,5,1.6,4.0,7,2,2.0,3,Focused,8.1,1,1.5,5,3,10,Practical,Business,6,2,8,4,51,Medium
1591,23,Male,Rural,5.7,0,54,64,1.4,0,10,1.1,1.3,10,9,3.0,7,Balanced,5.4,4,2.0,7,6,4,Practical,Arts,3,4,1,9,75,High
1592,16,Female,Semi-Urban,3.1,4,56,59,1.8,0,71,2.1,0.0,6,1,3.0,7,Distracted,6.3,7,0.0,1,9,1,Audio,Research,7,2,9,9,35,Low
1593,16,Male,Urban,2.6,2,61,82,2.9,0,59,0.4,1.4,1,7,9.0,10,Burnout,6.6,7,1.7,1,8,1,Reading,Research,7,6,10,8,49,Low
1594,20,Male,Rural,3.2,3,88,89,3.3,0,24,0.3,0.7,5,2,,2,Balanced,8.1,0,0.0,2,5,6,Practical,Research,9,6,8,7,54,Medium
1595,15,Male,Urban,1.5,7,75,65,3.9,1,13,0.3,1.2,3,6,10.0,9,Balanced,8.1,3,1.5,4,3,10,Practical,Business,6,8,8,10,68,Medium
1596,17,Female,Rural,4.2,7,66,63,1.2,1,109,2.3,2.0,7,8,3.0,6,Focused,5.0,6,1.6,4,6,2,Reading,Research,8,3,9,8,77,High
1597,20,Female,Rural,2.7,2,56,70,6.6,0,56,1.5,3.6,8,6,9.0,10,Distracted,5.5,0,1.8,2,9,5,Reading,Arts,9,3,4,1,41,Low
1598,19,Male,Urban,3.9,5,84,55,1.0,0,115,1.7,2.7,9,4,4.0,8,Balanced,7.1,0,2.4,6,9,4,Visual,Medical,1,4,9,7,45,Low
1599,16,Male,Semi-Urban,5.7,3,40,52,1.6,1,8,3.0,2.2,3,7,8.0,7,Distracted,5.1,7,2.4,10,6,4,Reading,Business,1,2,10,4,44,Low
1600,20,Male,Rural,4.6,2,51,76,4.4,1,21,1.5,2.6,10,4,5.0,3,Burnout,6.4,6,1.2,9,9,5,Reading,Engineering,4,7,3,4,38,Low
1601,16,Male,Urban,4.6,0,76,70,4.1,0,86,2.8,0.0,7,6,2.0,8,Distracted,6.7,4,1.8,7,3,2,Reading,Business,3,8,4,8,53,Medium
1602,18,Female,Urban,4.3,4,51,51,1.2,1,46,2.2,1.9,6,7,6.0,10,Burnout,,1,2.7,2,1,1,Audio,Research,4,1,2,1,22,Low
1603,22,Male,Urban,4.9,2,44,79,3.2,0,28,0.5,3.5,7,2,3.0,6,Burnout,8.6,1,0.0,8,8,9,Reading,Engineering,9,10,9,5,34,Low
1604,20,Female,Rural,4.8,3,82,50,5.2,0,96,1.9,1.4,1,7,10.0,10,Balanced,6.4,0,1.4,9,5,6,Visual,Business,9,3,3,5,62,Medium
1605,18,Male,Rural,3.9,5,41,91,0.1,1,20,2.7,5.4,10,10,2.0,2,Focused,8.0,1,0.3,6,2,6,Practical,Arts,1,2,3,5,68,Medium
1606,19,Female,Semi-Urban,3.9,2,62,50,3.5,0,43,1.2,4.4,6,6,4.0,5,Burnout,7.9,2,0.0,7,10,10,Reading,Medical,7,5,7,10,29,Low
1607,16,Male,Rural,2.7,5,97,52,3.2,1,22,3.4,0.4,6,3,10.0,5,Burnout,6.6,4,0.0,8,6,2,Practical,Research,2,2,6,1,25,Low
1608,18,Male,Urban,2.6,2,83,92,1.2,0,113,0.0,1.9,2,6,4.0,7,Burnout,8.1,2,0.6,10,6,8,Audio,Research,5,2,5,1,38,Low
1609,20,Male,Urban,3.4,2,63,75,2.7,0,34,0.0,0.9,4,1,9.0,10,Focused,5.8,1,0.6,4,10,1,Audio,Business,5,10,10,6,59,Medium
1610,21,Female,Semi-Urban,5.1,4,76,85,2.1,0,11,1.9,1.3,10,10,1.0,1,Distracted,6.5,6,1.4,7,2,2,Visual,Arts,5,10,1,7,81,High
1611,22,Female,Urban,4.9,6,95,64,3.7,1,76,1.0,0.7,10,10,9.0,2,Balanced,7.0,6,0.4,5,6,8,Practical,Arts,8,9,10,3,69,Medium
1612,15,Male,Semi-Urban,1.1,2,80,50,2.4,0,67,1.1,1.3,8,3,5.0,10,Balanced,5.8,6,2.5,3,7,10,Visual,Engineering,8,5,5,1,22,Low
1613,20,Female,Urban,1.8,6,92,54,3.3,0,83,0.3,0.3,8,3,5.0,10,Focused,5.3,6,2.5,8,4,5,Audio,Research,1,3,2,2,38,Low
1614,20,Male,Urban,4.2,0,69,75,4.8,1,102,1.4,2.0,9,1,7.0,10,Burnout,6.2,0,0.6,1,8,7,Reading,Medical,5,10,3,9,31,Low
1615,18,Male,Semi-Urban,6.2,5,63,76,1.8,1,68,0.0,3.5,6,5,10.0,2,Focused,7.6,6,1.2,6,6,10,Visual,Research,6,8,5,10,100,High
1616,22,Female,Rural,3.4,0,91,86,2.7,0,66,1.7,3.1,2,2,2.0,10,Focused,6.7,6,0.6,1,9,8,Reading,Engineering,9,4,5,5,56,Medium
1617,22,Male,Rural,4.6,4,55,75,0.8,0,94,1.8,4.0,1,7,9.0,4,Distracted,5.9,3,0.5,5,4,8,Visual,Business,5,8,1,3,87,High
1618,21,Male,Semi-Urban,4.7,5,85,98,0.6,0,91,0.3,0.9,1,4,5.0,7,Burnout,7.2,1,0.8,9,10,8,Practical,Engineering,8,3,10,9,76,High
1619,22,Male,Semi-Urban,4.0,3,46,58,1.7,1,37,0.3,0.5,1,10,7.0,5,Distracted,4.2,4,1.5,9,9,1,Visual,Medical,3,10,8,2,50,Medium
1620,19,Male,Urban,2.6,4,99,63,4.5,1,27,0.0,0.0,8,5,8.0,7,Burnout,6.3,7,2.4,1,6,10,Audio,Medical,10,10,10,3,30,Low
1621,23,Male,Urban,4.1,4,47,61,3.5,1,29,0.4,1.7,9,7,10.0,1,Distracted,6.3,2,1.3,3,4,3,Visual,Medical,6,1,2,8,63,Medium
1622,15,Female,Semi-Urban,2.5,1,55,86,2.7,1,117,1.4,1.8,8,9,10.0,8,Balanced,,6,0.5,8,4,6,Practical,Business,2,7,9,5,55,Medium
1623,16,Male,Urban,7.1,1,74,90,4.4,0,71,0.7,2.3,1,1,10.0,2,Burnout,8.7,0,0.8,10,4,10,Audio,Business,3,1,3,1,63,Medium
1624,17,Female,Semi-Urban,5.8,5,53,73,5.5,1,103,1.7,2.0,10,5,9.0,1,Distracted,7.6,6,0.7,1,9,9,Practical,Arts,10,6,6,6,75,High
1625,19,Female,Urban,7.6,4,75,57,6.4,0,28,1.3,0.4,9,6,1.0,7,Distracted,7.8,6,1.0,8,8,7,Reading,Research,6,1,10,8,40,Low
1626,19,Female,Rural,4.2,3,79,54,4.9,1,26,0.0,0.8,8,10,5.0,5,Focused,5.2,7,0.0,2,9,6,Practical,Medical,8,4,5,10,62,Medium
1627,16,Male,Rural,3.3,5,93,53,2.7,0,7,2.5,1.7,6,9,,10,Distracted,7.7,6,1.1,6,7,2,Visual,Business,9,7,3,10,82,High
1628,21,Female,Urban,4.1,0,61,60,1.2,0,33,3.1,1.6,4,9,3.0,7,Burnout,6.4,5,0.0,5,2,10,Visual,Research,4,7,2,10,67,Medium
1629,22,Male,Semi-Urban,4.7,6,62,85,3.9,0,94,0.9,2.4,9,1,,4,Burnout,5.1,0,1.0,10,7,2,Practical,Research,3,8,7,3,28,Low
1630,23,Female,Semi-Urban,4.5,1,53,68,2.8,0,81,1.4,2.2,6,6,4.0,2,Focused,6.9,2,0.0,6,4,5,Visual,Engineering,9,5,10,8,59,Medium
1631,20,Male,Semi-Urban,1.6,2,66,87,2.1,1,57,2.3,3.4,3,7,4.0,8,Focused,7.9,2,0.3,8,3,6,Practical,Research,2,7,4,6,55,Medium
1632,17,Female,Semi-Urban,5.0,7,60,75,2.5,0,50,0.0,2.4,1,6,2.0,8,Distracted,7.9,3,0.7,5,2,6,Audio,Business,8,2,6,6,52,Medium
1633,18,Female,Urban,4.8,6,91,57,,0,72,0.0,0.7,4,10,9.0,7,Focused,7.1,0,0.0,2,3,1,Audio,Engineering,2,5,2,6,91,High
1634,17,Female,Urban,6.1,4,100,85,0.0,1,106,2.0,2.9,5,4,8.0,10,Focused,8.6,4,0.0,5,3,9,Reading,Business,1,3,7,7,67,Medium
1635,20,Male,Semi-Urban,2.2,7,71,54,2.4,1,71,2.2,4.2,1,1,1.0,6,Burnout,6.9,3,0.9,1,4,4,Audio,Business,2,1,8,6,15,Low
1636,19,Male,Rural,1.4,4,55,87,4.7,1,52,1.6,0.5,7,8,10.0,5,Distracted,4.9,2,2.0,8,10,2,Reading,Medical,9,6,1,9,66,Medium
1637,21,Male,Semi-Urban,3.6,4,70,78,4.1,0,21,0.6,2.6,4,1,2.0,3,Balanced,6.1,3,2.6,3,1,8,Visual,Business,8,4,7,4,51,Medium
1638,17,Male,Semi-Urban,0.5,2,92,80,1.4,1,55,2.4,4.6,10,2,5.0,2,Focused,5.9,7,1.4,3,2,3,Audio,Research,3,1,3,3,52,Medium
1639,15,Male,Semi-Urban,2.1,5,88,79,3.9,0,48,0.6,3.8,8,9,9.0,1,Distracted,7.4,5,2.0,10,8,7,Practical,Medical,1,1,1,2,69,Medium
1640,16,Female,Urban,4.2,1,73,52,6.0,0,40,2.3,1.0,4,8,1.0,6,Balanced,6.5,3,1.3,9,6,2,Practical,Engineering,2,9,4,6,43,Low
1641,18,Male,Semi-Urban,6.1,1,70,100,1.5,0,73,1.7,4.2,7,5,7.0,1,Burnout,4.5,2,1.0,3,4,3,Audio,Medical,7,4,5,7,61,Medium
1642,18,Male,Semi-Urban,4.7,6,61,54,1.6,1,99,0.7,0.3,1,8,5.0,5,Focused,5.4,0,1.2,9,5,10,Reading,Research,4,7,4,2,56,Medium
1643,23,Male,Rural,5.9,6,89,81,3.4,1,65,0.0,3.2,4,8,3.0,3,Burnout,6.1,4,0.0,2,5,10,Reading,Research,6,3,7,3,44,Low
1644,18,Female,Urban,3.0,5,72,83,1.5,0,37,3.0,0.8,5,2,8.0,10,Distracted,4.3,0,0.1,10,1,7,Practical,Business,1,9,9,8,42,Low
1645,19,Female,Rural,3.4,6,92,71,1.3,0,57,3.3,1.6,2,4,10.0,7,Burnout,7.3,7,1.9,7,9,7,Audio,Engineering,4,9,9,3,47,Low
1646,22,Male,Urban,6.5,7,61,81,4.6,1,44,2.3,1.6,3,7,3.0,2,Burnout,6.2,6,0.5,2,4,7,Practical,Arts,6,5,4,2,49,Low
1647,22,Female,Rural,3.0,1,69,85,3.6,0,47,2.6,2.8,1,3,2.0,10,Distracted,4.6,7,1.4,4,4,4,Practical,Research,4,6,2,4,48,Low
1648,21,Female,Semi-Urban,3.3,0,94,79,0.7,1,52,0.8,1.6,1,5,3.0,9,Focused,6.1,0,1.1,3,2,10,Reading,Arts,8,3,7,10,66,Medium
1649,15,Female,Rural,4.0,3,75,70,3.9,1,71,4.9,0.0,8,6,4.0,8,Balanced,5.9,6,0.8,8,6,4,Practical,Business,6,9,8,7,52,Medium
1650,21,Male,Semi-Urban,5.0,6,47,56,2.8,0,90,2.3,2.7,3,5,3.0,8,Burnout,6.7,4,0.0,10,6,1,Visual,Medical,4,9,5,1,36,Low
1651,21,Male,Rural,3.2,7,92,71,2.6,1,80,1.5,2.0,3,4,6.0,6,Balanced,6.6,2,1.1,10,8,4,Visual,Research,7,9,2,3,63,Medium
1652,21,Female,Semi-Urban,5.1,3,95,77,4.7,1,93,0.0,1.0,9,6,2.0,9,Burnout,5.7,7,0.0,2,1,4,Practical,Engineering,2,1,3,4,26,Low
1653,16,Female,Rural,4.5,4,94,74,4.1,0,91,1.6,0.4,6,4,8.0,5,Burnout,6.4,6,0.1,6,6,3,Audio,Business,8,4,2,7,69,Medium
1654,22,Male,Rural,3.2,5,95,97,3.4,1,73,1.6,4.9,2,7,9.0,5,Balanced,7.2,2,1.4,5,1,5,Practical,Engineering,10,8,3,9,100,High
1655,19,Female,Semi-Urban,5.3,4,99,98,1.3,1,86,3.2,0.0,4,6,8.0,5,Balanced,6.9,5,1.8,3,4,6,Practical,Business,8,7,4,3,84,High
1656,22,Male,Rural,4.4,0,71,74,1.2,0,78,0.7,3.4,3,9,4.0,10,Focused,4.9,4,1.7,4,5,5,Practical,Engineering,8,6,3,9,70,Medium
1657,22,Male,Semi-Urban,4.1,2,74,79,2.4,1,85,0.5,1.6,6,6,1.0,3,Burnout,6.0,2,1.4,1,4,1,Practical,Research,5,8,10,2,23,Low
1658,22,Female,Semi-Urban,3.5,6,55,93,2.1,0,76,1.6,2.4,6,3,4.0,4,Burnout,7.7,0,0.8,1,4,1,Reading,Business,6,2,1,7,59,Medium
1659,23,Male,Semi-Urban,2.7,5,57,88,3.7,1,82,0.5,1.7,5,8,8.0,3,Balanced,7.5,3,1.6,6,4,10,Audio,Medical,9,2,2,1,49,Low
1660,17,Female,Urban,5.6,1,55,55,4.7,0,13,2.1,0.7,2,5,4.0,6,Distracted,6.2,7,0.8,1,3,4,Practical,Medical,2,2,6,6,55,Medium
1661,15,Female,Semi-Urban,2.7,1,57,89,4.5,0,49,2.6,3.4,4,5,3.0,4,Burnout,5.2,3,1.1,9,3,8,Audio,Arts,6,2,3,1,32,Low
1662,17,Female,Urban,3.7,1,78,100,3.0,1,82,0.2,3.3,8,10,7.0,4,Focused,,2,1.0,10,7,6,Audio,Business,6,8,6,2,67,Medium
1663,18,Female,Urban,1.8,2,66,100,4.4,0,104,2.7,0.9,5,2,7.0,5,Burnout,8.5,0,0.4,9,5,9,Audio,Arts,1,2,3,5,36,Low
1664,20,Female,Rural,3.2,3,75,70,3.8,1,92,1.3,1.9,6,2,10.0,5,Focused,5.6,5,0.5,10,9,5,Visual,Medical,3,10,4,3,54,Medium
1665,22,Female,Semi-Urban,3.6,3,64,72,4.3,1,91,1.6,2.2,6,10,6.0,10,Distracted,5.0,5,0.0,9,7,1,Audio,Medical,9,6,8,9,47,Low
1666,16,Male,Urban,1.8,3,49,91,2.7,1,22,1.6,0.0,1,5,2.0,6,Focused,7.7,3,1.5,9,3,5,Audio,Business,5,8,10,10,55,Medium
1667,17,Male,Urban,3.5,5,40,75,0.6,1,70,2.6,3.1,2,5,10.0,10,Burnout,6.6,0,1.2,3,4,5,Reading,Engineering,4,4,9,9,53,Medium
1668,19,Male,Semi-Urban,4.6,5,73,91,2.9,0,81,1.8,2.7,5,7,10.0,2,Balanced,4.1,0,1.9,4,6,6,Reading,Arts,1,7,5,6,74,Medium
1669,18,Male,Rural,5.6,0,60,81,0.8,0,11,1.4,3.0,3,1,1.0,8,Balanced,7.9,4,2.6,2,5,1,Audio,Business,9,4,10,2,51,Medium
1670,15,Male,Semi-Urban,1.7,0,72,67,2.9,1,67,2.5,1.7,9,2,5.0,4,Distracted,7.1,2,3.3,10,8,4,Audio,Medical,9,5,2,8,41,Low
1671,15,Male,Rural,4.1,6,43,59,2.6,1,67,1.6,2.2,4,10,1.0,7,Burnout,4.8,1,1.8,1,9,10,Visual,Engineering,8,10,4,5,37,Low
1672,16,Female,Semi-Urban,4.4,4,67,52,5.1,1,22,0.3,5.2,10,3,1.0,2,Focused,8.2,0,1.0,9,8,1,Visual,Business,10,1,2,2,40,Low
1673,23,Male,Rural,2.7,1,74,54,2.7,1,83,2.2,1.6,3,1,8.0,2,Balanced,6.9,1,0.5,1,3,8,Audio,Business,6,3,7,6,46,Low
1674,22,Female,Semi-Urban,3.6,4,83,78,4.3,1,78,0.5,1.7,3,6,7.0,7,Balanced,6.0,3,0.5,4,5,9,Practical,Arts,1,2,5,5,46,Low
1675,19,Male,Urban,5.1,4,68,89,3.9,0,50,2.2,0.8,3,8,7.0,4,Focused,6.4,4,0.0,10,2,8,Audio,Research,8,9,2,4,94,High
1676,16,Male,Urban,2.1,4,87,64,2.5,0,43,0.9,1.9,5,2,7.0,2,Burnout,7.1,2,0.8,6,5,9,Reading,Arts,3,2,2,4,38,Low
1677,19,Female,Urban,3.5,1,95,96,4.6,0,105,0.1,0.0,10,8,3.0,10,Focused,5.8,3,0.5,2,9,8,Practical,Research,9,9,7,4,48,Low
1678,19,Male,Semi-Urban,7.6,3,97,64,4.8,0,92,1.8,0.4,4,7,2.0,10,Distracted,5.8,1,2.4,8,7,3,Audio,Research,4,4,10,7,50,Medium
1679,16,Male,Urban,1.8,5,79,91,3.1,0,50,1.4,2.5,4,6,5.0,6,Burnout,6.4,0,1.8,1,6,1,Visual,Medical,8,10,9,6,51,Medium
1680,23,Male,Semi-Urban,5.6,7,73,66,1.9,1,38,1.1,2.2,9,7,5.0,5,Focused,6.5,5,0.7,6,5,10,Reading,Engineering,9,10,10,5,65,Medium
1681,23,Female,Semi-Urban,3.9,5,64,75,3.4,1,45,2.0,4.5,4,2,7.0,7,Balanced,5.5,4,0.4,4,1,5,Visual,Arts,5,4,9,8,49,Low
1682,17,Female,Semi-Urban,1.0,4,79,59,5.1,0,35,1.8,1.9,5,4,6.0,3,Distracted,6.4,2,0.0,4,5,6,Audio,Arts,2,10,8,4,47,Low
1683,16,Male,Urban,3.6,5,86,72,1.5,0,114,1.9,0.6,9,5,3.0,7,Balanced,9.4,7,0.0,8,4,7,Visual,Medical,8,9,9,5,48,Low
1684,20,Male,Urban,3.9,7,87,50,4.1,1,90,1.6,1.4,6,6,9.0,8,Distracted,5.5,6,0.0,3,7,6,Reading,Research,6,2,2,7,53,Medium
1685,21,Male,Semi-Urban,3.9,0,75,79,3.5,1,32,0.8,2.4,6,8,10.0,5,Distracted,6.2,5,0.7,3,8,4,Reading,Business,3,3,6,8,60,Medium
1686,15,Male,Urban,1.9,5,41,66,3.0,0,107,2.6,1.3,2,8,2.0,1,Balanced,7.0,6,1.5,1,3,5,Audio,Medical,7,6,8,1,49,Low
1687,23,Female,Urban,2.7,6,45,65,1.7,0,30,1.2,3.2,3,7,1.0,8,Distracted,7.6,7,1.5,6,7,2,Audio,Medical,6,8,4,5,58,Medium
1688,20,Female,Rural,7.1,5,71,63,1.7,0,23,1.8,1.4,8,7,5.0,10,Distracted,5.5,7,0.7,10,6,2,Reading,Business,8,10,1,9,85,High
1689,20,Male,Semi-Urban,2.5,2,59,50,0.0,0,85,2.1,5.1,6,2,2.0,7,Balanced,5.5,6,1.0,10,4,10,Visual,Arts,4,4,9,7,31,Low
1690,21,Male,Rural,4.2,1,91,94,2.3,1,42,1.2,3.9,3,1,2.0,2,Distracted,7.7,2,0.1,4,10,1,Reading,Research,1,5,7,9,73,Medium
1691,21,Male,Rural,3.3,3,88,78,3.0,0,78,2.3,1.6,7,4,7.0,5,Burnout,5.8,6,0.5,10,7,7,Practical,Medical,2,8,7,9,47,Low
1692,18,Female,Semi-Urban,4.6,6,91,56,4.1,0,98,1.6,1.4,5,8,4.0,2,Distracted,6.8,7,1.1,5,7,5,Reading,Medical,10,4,7,4,65,Medium
1693,22,Male,Rural,5.7,3,98,78,0.0,1,7,1.8,5.8,10,4,1.0,2,Distracted,7.8,1,0.2,10,3,6,Audio,Engineering,1,1,3,9,54,Medium
1694,20,Female,Urban,4.2,6,85,83,3.1,0,71,0.0,2.7,1,9,1.0,2,Burnout,6.5,7,2.2,8,5,1,Visual,Engineering,10,3,2,6,77,High
1695,20,Male,Semi-Urban,1.4,2,44,71,5.9,1,107,2.2,2.5,9,1,2.0,7,Focused,5.4,3,1.6,1,5,4,Visual,Business,6,7,3,6,22,Low
1696,18,Male,Rural,3.5,4,46,67,1.8,1,90,1.4,1.9,8,1,8.0,10,Distracted,7.7,2,0.7,1,8,9,Visual,Medical,5,1,1,9,41,Low
1697,20,Female,Semi-Urban,6.4,1,68,98,2.4,0,61,1.3,0.3,7,9,5.0,7,Distracted,7.0,2,0.0,5,10,7,Reading,Business,6,4,3,6,77,High
1698,19,Female,Rural,5.5,3,57,90,1.3,0,52,1.7,1.0,1,5,5.0,3,Focused,6.3,7,2.0,10,2,5,Visual,Engineering,10,2,1,10,96,High
1699,23,Female,Semi-Urban,4.2,1,65,69,3.5,1,54,0.0,0.0,6,4,3.0,1,Balanced,7.1,1,1.9,1,7,6,Audio,Business,3,2,10,3,46,Low
1700,22,Male,Semi-Urban,4.4,5,67,62,3.0,0,41,0.0,2.5,1,6,4.0,7,Burnout,5.4,0,0.0,2,9,9,Practical,Business,6,4,7,5,44,Low
1701,20,Female,Urban,6.7,2,62,53,3.1,1,82,2.2,3.4,1,3,4.0,2,Focused,5.4,3,0.3,1,3,7,Visual,Medical,3,6,6,1,57,Medium
1702,20,Female,Semi-Urban,3.8,4,55,51,1.3,1,24,0.6,2.0,6,8,4.0,3,Burnout,7.3,1,1.1,1,8,3,Visual,Engineering,6,7,8,6,40,Low
1703,22,Female,Rural,1.8,5,47,62,2.9,0,61,1.4,3.0,10,10,3.0,8,Balanced,5.8,1,1.0,2,2,4,Practical,Business,8,2,4,8,31,Low
1704,17,Female,Urban,5.7,0,85,95,1.5,1,66,1.0,0.3,8,2,1.0,7,Balanced,5.6,4,1.4,3,6,7,Practical,Medical,9,1,3,5,34,Low
1705,19,Male,Semi-Urban,6.0,2,96,90,5.1,0,25,0.0,0.7,4,5,2.0,10,Focused,6.9,0,0.6,6,1,8,Visual,Business,2,3,8,4,42,Low
1706,19,Female,Rural,4.7,1,99,56,2.6,0,37,2.4,0.4,1,10,2.0,4,Focused,6.9,6,0.2,5,1,5,Visual,Research,8,7,7,2,77,High
1707,15,Male,Urban,4.8,4,57,86,3.0,1,116,2.8,1.1,1,4,5.0,9,Burnout,4.7,5,1.6,2,2,7,Practical,Engineering,5,10,1,5,56,Medium
1708,15,Female,Rural,5.9,7,70,60,0.2,1,85,2.3,2.6,2,5,9.0,10,Balanced,7.4,1,1.7,5,3,10,Reading,Business,8,2,4,5,66,Medium
1709,20,Female,Rural,5.3,4,56,69,2.7,0,74,0.5,2.0,10,5,9.0,3,Burnout,6.0,2,1.7,4,9,4,Reading,Business,5,2,8,9,64,Medium
1710,18,Male,Rural,3.1,4,84,72,1.0,0,36,1.4,0.0,10,5,9.0,6,Distracted,5.8,6,1.1,3,10,3,Visual,Business,10,7,9,9,69,Medium
1711,22,Female,Rural,1.5,2,89,56,3.6,1,60,0.9,1.4,7,4,8.0,2,Distracted,7.4,7,1.3,2,5,1,Audio,Business,5,5,7,2,43,Low
1712,20,Female,Urban,2.9,2,49,53,0.0,0,18,1.2,0.0,9,6,5.0,2,Burnout,7.3,2,0.5,3,5,10,Visual,Arts,4,8,6,8,57,Medium
1713,20,Male,Semi-Urban,6.5,3,73,58,2.2,1,60,1.5,3.1,10,7,1.0,5,Burnout,6.3,2,0.6,10,10,7,Audio,Business,3,7,1,4,64,Medium
1714,21,Male,Rural,5.4,6,95,53,2.4,1,86,1.6,3.0,3,6,9.0,5,Balanced,7.9,3,1.7,1,9,8,Reading,Research,8,7,9,3,64,Medium
1715,17,Male,Rural,6.2,7,41,50,2.9,0,41,0.9,2.7,1,4,9.0,10,Distracted,6.9,1,0.4,9,2,6,Practical,Business,7,1,5,5,57,Medium
1716,15,Female,Semi-Urban,5.4,1,86,54,5.1,1,17,2.0,3.7,3,9,2.0,1,Distracted,6.3,7,0.6,4,8,5,Visual,Business,6,6,6,2,63,Medium
1717,18,Female,Semi-Urban,6.0,7,48,75,2.6,1,12,0.0,0.0,5,7,5.0,4,Distracted,6.3,3,0.8,2,7,4,Reading,Engineering,8,7,8,4,69,Medium
1718,23,Female,Urban,4.0,4,48,77,2.2,1,23,0.0,0.9,9,5,2.0,6,Balanced,7.7,4,0.8,8,8,4,Audio,Business,7,9,10,4,36,Low
